,Absolute path,label
349,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0349.jpg,0
350,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0350.jpg,0
351,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0351.jpg,0
352,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0352.jpg,0
353,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0353.jpg,0
354,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0354.jpg,0
355,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0355.jpg,0
356,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0356.jpg,0
357,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0357.jpg,0
358,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0358.jpg,0
359,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0359.jpg,0
360,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0360.jpg,0
361,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0361.jpg,0
362,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0362.jpg,0
363,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0363.jpg,0
364,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0364.jpg,0
365,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0365.jpg,0
366,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0366.jpg,0
367,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0367.jpg,0
368,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0368.jpg,0
369,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0369.jpg,0
370,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0370.jpg,0
371,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0371.jpg,0
372,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0372.jpg,0
373,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0373.jpg,0
374,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0374.jpg,0
375,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0375.jpg,0
376,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0376.jpg,0
377,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0377.jpg,0
378,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0378.jpg,0
379,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0379.jpg,0
380,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0380.jpg,0
381,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0381.jpg,0
382,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0382.jpg,0
383,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0383.jpg,0
384,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0384.jpg,0
385,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0385.jpg,0
386,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0386.jpg,0
387,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0387.jpg,0
388,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0388.jpg,0
389,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0389.jpg,0
390,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0390.jpg,0
391,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0391.jpg,0
392,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0392.jpg,0
393,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0393.jpg,0
394,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0394.jpg,0
395,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0395.jpg,0
396,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0396.jpg,0
397,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0397.jpg,0
398,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0398.jpg,0
399,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0399.jpg,0
400,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0400.jpg,0
401,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0401.jpg,0
402,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0402.jpg,0
403,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0403.jpg,0
404,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0404.jpg,0
405,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0405.jpg,0
406,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0406.jpg,0
407,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0407.jpg,0
408,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0408.jpg,0
409,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0409.jpg,0
410,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0410.jpg,0
411,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0411.jpg,0
412,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0412.jpg,0
413,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0413.jpg,0
414,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0414.jpg,0
415,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0415.jpg,0
416,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0416.jpg,0
417,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0417.jpg,0
418,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0418.jpg,0
419,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0419.jpg,0
420,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0420.jpg,0
421,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0421.jpg,0
422,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0422.jpg,0
423,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0423.jpg,0
424,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0424.jpg,0
425,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0425.jpg,0
426,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0426.jpg,0
427,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0427.jpg,0
428,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0428.jpg,0
429,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0429.jpg,0
430,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0430.jpg,0
431,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0431.jpg,0
432,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0432.jpg,0
433,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0433.jpg,0
434,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0434.jpg,0
435,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0435.jpg,0
436,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0436.jpg,0
437,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0437.jpg,0
438,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0438.jpg,0
439,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0439.jpg,0
440,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0440.jpg,0
441,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0441.jpg,0
442,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0442.jpg,0
443,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0443.jpg,0
444,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0444.jpg,0
445,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0445.jpg,0
446,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0446.jpg,0
447,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0447.jpg,0
448,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0448.jpg,0
449,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0449.jpg,0
450,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0450.jpg,0
451,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0451.jpg,0
452,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0452.jpg,0
453,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0453.jpg,0
454,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0454.jpg,0
455,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0455.jpg,0
456,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0456.jpg,0
457,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0457.jpg,0
458,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0458.jpg,0
459,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0459.jpg,0
460,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0460.jpg,0
461,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0461.jpg,0
462,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0462.jpg,0
463,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0463.jpg,0
464,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0464.jpg,0
465,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0465.jpg,0
466,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0466.jpg,0
467,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0467.jpg,0
468,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0468.jpg,0
469,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0469.jpg,0
470,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0470.jpg,0
471,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0471.jpg,0
472,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0472.jpg,0
473,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0473.jpg,0
474,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0474.jpg,0
475,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0475.jpg,0
476,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0476.jpg,0
477,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0477.jpg,0
478,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0478.jpg,0
479,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0479.jpg,0
480,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0480.jpg,0
481,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0481.jpg,0
482,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0482.jpg,0
483,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0483.jpg,0
484,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0484.jpg,0
485,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0485.jpg,0
486,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0486.jpg,0
487,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0487.jpg,0
488,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0488.jpg,0
489,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0489.jpg,0
490,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0490.jpg,0
491,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0491.jpg,0
492,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0492.jpg,0
493,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0493.jpg,0
494,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0494.jpg,0
495,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0495.jpg,0
496,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0496.jpg,0
497,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0497.jpg,0
498,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0498.jpg,0
499,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0499.jpg,0
500,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0500.jpg,0
501,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0501.jpg,0
502,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0502.jpg,0
503,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0503.jpg,0
504,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0504.jpg,0
505,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0505.jpg,0
506,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0506.jpg,0
507,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0507.jpg,0
508,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0508.jpg,0
509,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0509.jpg,0
510,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0510.jpg,0
511,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0511.jpg,0
512,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0512.jpg,0
513,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0513.jpg,0
514,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0514.jpg,0
515,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0515.jpg,0
516,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0516.jpg,0
517,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0517.jpg,0
518,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0518.jpg,0
519,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0519.jpg,0
520,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0520.jpg,0
521,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0521.jpg,0
522,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0522.jpg,0
523,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0523.jpg,0
524,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0524.jpg,0
525,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0525.jpg,0
526,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0526.jpg,0
527,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0527.jpg,0
528,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0528.jpg,0
529,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0529.jpg,0
530,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0530.jpg,0
531,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0531.jpg,0
532,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0532.jpg,0
533,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0533.jpg,0
534,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0534.jpg,0
535,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0535.jpg,0
536,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0536.jpg,0
537,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0537.jpg,0
538,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0538.jpg,0
539,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0539.jpg,0
540,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0540.jpg,0
541,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0541.jpg,0
542,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0542.jpg,0
543,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0543.jpg,0
544,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0544.jpg,0
545,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0545.jpg,0
546,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0546.jpg,0
547,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0547.jpg,0
548,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0548.jpg,0
549,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0549.jpg,0
550,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0550.jpg,0
551,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0551.jpg,0
552,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0552.jpg,0
553,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0553.jpg,0
554,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0554.jpg,0
555,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0555.jpg,0
556,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0556.jpg,0
557,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0557.jpg,0
558,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0558.jpg,0
559,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0559.jpg,0
560,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0560.jpg,0
561,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0561.jpg,0
562,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0562.jpg,0
563,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0563.jpg,0
564,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0564.jpg,0
565,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0565.jpg,0
566,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0566.jpg,0
567,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0567.jpg,0
568,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0568.jpg,0
569,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0569.jpg,0
570,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0570.jpg,0
571,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0571.jpg,0
572,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0572.jpg,0
573,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0573.jpg,0
574,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0574.jpg,0
575,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0575.jpg,0
576,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0576.jpg,0
577,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0577.jpg,0
578,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0578.jpg,0
579,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0579.jpg,0
580,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0580.jpg,0
581,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0581.jpg,0
582,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0582.jpg,0
583,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0583.jpg,0
584,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0584.jpg,0
585,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0585.jpg,0
586,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0586.jpg,0
587,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0587.jpg,0
588,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0588.jpg,0
589,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0589.jpg,0
590,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0590.jpg,0
591,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0591.jpg,0
592,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0592.jpg,0
593,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0593.jpg,0
594,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0594.jpg,0
595,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0595.jpg,0
596,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0596.jpg,0
597,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0597.jpg,0
598,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0598.jpg,0
599,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0599.jpg,0
600,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0600.jpg,0
601,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0601.jpg,0
602,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0602.jpg,0
603,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0603.jpg,0
604,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0604.jpg,0
605,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0605.jpg,0
606,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0606.jpg,0
607,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0607.jpg,0
608,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0608.jpg,0
609,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0609.jpg,0
610,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0610.jpg,0
611,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0611.jpg,0
612,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0612.jpg,0
613,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0613.jpg,0
614,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0614.jpg,0
615,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0615.jpg,0
616,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0616.jpg,0
617,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0617.jpg,0
618,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0618.jpg,0
619,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0619.jpg,0
620,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0620.jpg,0
621,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0621.jpg,0
622,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0622.jpg,0
623,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0623.jpg,0
624,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0624.jpg,0
625,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0625.jpg,0
626,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0626.jpg,0
627,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0627.jpg,0
628,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0628.jpg,0
629,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0629.jpg,0
630,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0630.jpg,0
631,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0631.jpg,0
632,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0632.jpg,0
633,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0633.jpg,0
634,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0634.jpg,0
635,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0635.jpg,0
636,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0636.jpg,0
637,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0637.jpg,0
638,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0638.jpg,0
639,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0639.jpg,0
640,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0640.jpg,0
641,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0641.jpg,0
642,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0642.jpg,0
643,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0643.jpg,0
644,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0644.jpg,0
645,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0645.jpg,0
646,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0646.jpg,0
647,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0647.jpg,0
648,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0648.jpg,0
649,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0649.jpg,0
650,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0650.jpg,0
651,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0651.jpg,0
652,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0652.jpg,0
653,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0653.jpg,0
654,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0654.jpg,0
655,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0655.jpg,0
656,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0656.jpg,0
657,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0657.jpg,0
658,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0658.jpg,0
659,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0659.jpg,0
660,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0660.jpg,0
661,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0661.jpg,0
662,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0662.jpg,0
663,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0663.jpg,0
664,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0664.jpg,0
665,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0665.jpg,0
666,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0666.jpg,0
667,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0667.jpg,0
668,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0668.jpg,0
669,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0669.jpg,0
670,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0670.jpg,0
671,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0671.jpg,0
672,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0672.jpg,0
673,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0673.jpg,0
674,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0674.jpg,0
675,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0675.jpg,0
676,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0676.jpg,0
677,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0677.jpg,0
678,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0678.jpg,0
679,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0679.jpg,0
680,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0680.jpg,0
681,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0681.jpg,0
682,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0682.jpg,0
683,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0683.jpg,0
684,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0684.jpg,0
685,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0685.jpg,0
686,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0686.jpg,0
687,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0687.jpg,0
688,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0688.jpg,0
689,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0689.jpg,0
690,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0690.jpg,0
691,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0691.jpg,0
692,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0692.jpg,0
693,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0693.jpg,0
694,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0694.jpg,0
695,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0695.jpg,0
696,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0696.jpg,0
697,C:\Users\Professional\PycharmProjects\lab3/dataset/cat/0697.jpg,0
